PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
36714108,"Structure-based pharmacophore modeling, virtual screening, and molecular dynamics simulation studies for identification of Plasmodium falciparum 5-aminolevulinate synthase inhibitors","Oduselu GO, Afolabi R, Ademuwagun I, Vaughan A, Adebiyi E.",Front Med (Lausanne). 2023 Jan 12;9:1022429. doi: 10.3389/fmed.2022.1022429. eCollection 2022.,Oduselu GO,Front Med (Lausanne),2023,2023/01/30,PMC9877529,,10.3389/fmed.2022.1022429
33547544,"Structure prediction, molecular simulations of RmlD from Mycobacterium tuberculosis, and interaction studies of Rhodanine derivatives for anti-tuberculosis activity","N H, P SR, Sura M, Daddam JR.",J Mol Model. 2021 Feb 6;27(3):75. doi: 10.1007/s00894-021-04696-2.,N H,J Mol Model,2021,2021/02/06,,,10.1007/s00894-021-04696-2
29698773,Network pharmacology-based prediction of active compounds and molecular targets in Yijin-Tang acting on hyperlipidaemia and atherosclerosis,"Lee AY, Park W, Kang TW, Cha MH, Chun JM.",J Ethnopharmacol. 2018 Jul 15;221:151-159. doi: 10.1016/j.jep.2018.04.027. Epub 2018 Apr 23.,Lee AY,J Ethnopharmacol,2018,2018/04/27,,,10.1016/j.jep.2018.04.027
37467066,DeepTraSynergy: drug combinations using multimodal deep learning with transformers,"Rafiei F, Zeraati H, Abbasi K, Ghasemi JB, Parsaeian M, Masoudi-Nejad A.",Bioinformatics. 2023 Aug 1;39(8):btad438. doi: 10.1093/bioinformatics/btad438.,Rafiei F,Bioinformatics,2023,2023/07/19,PMC10397534,,10.1093/bioinformatics/btad438
28957393,Behavior of ligand binding assays with crowded surfaces: Molecular model of antigen capture by antibody-conjugated nanoparticles,"Malaspina DC, Longo G, Szleifer I.",PLoS One. 2017 Sep 28;12(9):e0185518. doi: 10.1371/journal.pone.0185518. eCollection 2017.,Malaspina DC,PLoS One,2017,2017/09/29,PMC5619776,,10.1371/journal.pone.0185518
25926892,Proteochemometric modelling coupled to in silico target prediction: an integrated approach for the simultaneous prediction of polypharmacology and binding affinity/potency of small molecules,"Paricharak S, Cortés-Ciriano I, IJzerman AP, Malliavin TE, Bender A.",J Cheminform. 2015 Apr 15;7:15. doi: 10.1186/s13321-015-0063-9. eCollection 2015.,Paricharak S,J Cheminform,2015,2015/05/01,PMC4413554,,10.1186/s13321-015-0063-9
27586503,Phenome-based gene discovery provides information about Parkinson's disease drug targets,"Chen Y, Xu R.",BMC Genomics. 2016 Aug 31;17 Suppl 5(Suppl 5):493. doi: 10.1186/s12864-016-2820-1.,Chen Y,BMC Genomics,2016,2016/09/03,PMC5009520,,10.1186/s12864-016-2820-1
28062449,Context-sensitive network-based disease genetics prediction and its implications in drug discovery,"Chen Y, Xu R.",Bioinformatics. 2017 Apr 1;33(7):1031-1039. doi: 10.1093/bioinformatics/btw737.,Chen Y,Bioinformatics,2017,2017/01/08,PMC5860178,,10.1093/bioinformatics/btw737
28130113,Exploring the pharmacological mechanism of Yanghe Decoction on HER2-positive breast cancer by a network pharmacology approach,"Zeng L, Yang K.",J Ethnopharmacol. 2017 Mar 6;199:68-85. doi: 10.1016/j.jep.2017.01.045. Epub 2017 Jan 24.,Zeng L,J Ethnopharmacol,2017,2017/01/29,,,10.1016/j.jep.2017.01.045
31409034,DNILMF-LDA: Prediction of lncRNA-Disease Associations by Dual-Network Integrated Logistic Matrix Factorization and Bayesian Optimization,"Li Y, Li J, Bian N.",Genes (Basel). 2019 Aug 12;10(8):608. doi: 10.3390/genes10080608.,Li Y,Genes (Basel),2019,2019/08/15,PMC6722840,,10.3390/genes10080608
30929948,In silico study of M18 aspartyl amino peptidase (M18AAP) of Plasmodium vivax as an antimalarial drug target,"Rout S, Mahapatra RK.",Bioorg Med Chem. 2019 Jun 15;27(12):2553-2571. doi: 10.1016/j.bmc.2019.03.039. Epub 2019 Mar 22.,Rout S,Bioorg Med Chem,2019,2019/04/02,,,10.1016/j.bmc.2019.03.039
35410555,Machine learning-based predictive models for identifying high active compounds against HIV-1 integrase,"Parvez MK, Al-Dosari MS, Sinha GP.",SAR QSAR Environ Res. 2022 May;33(5):387-402. doi: 10.1080/1062936X.2022.2057588. Epub 2022 Apr 12.,Parvez MK,SAR QSAR Environ Res,2022,2022/04/12,,,10.1080/1062936X.2022.2057588
31514688,"Evaluating the suitability of RNA intervention mechanism exerted by some flavonoid molecules against dengue virus MTase RNA capping site: a molecular docking, molecular dynamics simulation, and binding free energy study","Manjula S, Kumaradhas P.",J Biomol Struct Dyn. 2020 Aug;38(12):3533-3543. doi: 10.1080/07391102.2019.1666744. Epub 2019 Sep 25.,Manjula S,J Biomol Struct Dyn,2020,2019/09/14,,,10.1080/07391102.2019.1666744
33208106,TruNeo: an integrated pipeline improves personalized true tumor neoantigen identification,"Tang Y, Wang Y, Wang J, Li M, Peng L, Wei G, Zhang Y, Li J, Gao Z.",BMC Bioinformatics. 2020 Nov 18;21(1):532. doi: 10.1186/s12859-020-03869-9.,Tang Y,BMC Bioinformatics,2020,2020/11/19,PMC7672179,,10.1186/s12859-020-03869-9
35924759,Study for the binding affinity of thyroid hormone receptors based on machine learning algorithm,"Li N, Cai R, Guan R, Wang W, Liu W, Zhao C.",SAR QSAR Environ Res. 2022 Aug;33(8):601-620. doi: 10.1080/1062936X.2022.2100823. Epub 2022 Aug 4.,Li N,SAR QSAR Environ Res,2022,2022/08/04,,,10.1080/1062936X.2022.2100823
36892153,MCANet: shared-weight-based MultiheadCrossAttention network for drug-target interaction prediction,"Bian J, Zhang X, Zhang X, Xu D, Wang G.",Brief Bioinform. 2023 Mar 19;24(2):bbad082. doi: 10.1093/bib/bbad082.,Bian J,Brief Bioinform,2023,2023/03/09,,,10.1093/bib/bbad082
30547451,Tripartite Network-Based Repurposing Method Using Deep Learning to Compute Similarities for Drug-Target Prediction,"Zong N, Wong RSN, Ngo V.",Methods Mol Biol. 2019;1903:317-328. doi: 10.1007/978-1-4939-8955-3_19.,Zong N,Methods Mol Biol,2019,2018/12/15,,,10.1007/978-1-4939-8955-3_19
30170044,Random drift particle swarm optimisation algorithm for highly flexible protein-ligand docking,"Fu Y, Chen Z, Sun J.",J Theor Biol. 2018 Nov 14;457:180-189. doi: 10.1016/j.jtbi.2018.08.034. Epub 2018 Aug 28.,Fu Y,J Theor Biol,2018,2018/09/01,,,10.1016/j.jtbi.2018.08.034
37960886,Attention Mechanism-Based Graph Neural Network Model for Effective Activity Prediction of SARS-CoV-2 Main Protease Inhibitors: Application to Drug Repurposing as Potential COVID-19 Therapy,"Wu Y, Li K, Li M, Pu X, Guo Y.",J Chem Inf Model. 2023 Nov 27;63(22):7011-7031. doi: 10.1021/acs.jcim.3c01280. Epub 2023 Nov 13.,Wu Y,J Chem Inf Model,2023,2023/11/14,,,10.1021/acs.jcim.3c01280
27115647,Recommendation Techniques for Drug-Target Interaction Prediction and Drug Repositioning,"Alaimo S, Giugno R, Pulvirenti A.",Methods Mol Biol. 2016;1415:441-62. doi: 10.1007/978-1-4939-3572-7_23.,Alaimo S,Methods Mol Biol,2016,2016/04/27,,,10.1007/978-1-4939-3572-7_23
37331537,Structural and Biophysical properties of therapeutically important proteins Rv1509 and Rv2231A of Mycobacterium tuberculosis,"Rastogi N, Zarin S, Alam A, Konduru GV, Manjunath P, Mishra A, Kumar S, Nagarajaram HA, Hasnain SE, Ehtesham NZ.",Int J Biol Macromol. 2023 Aug 1;245:125455. doi: 10.1016/j.ijbiomac.2023.125455. Epub 2023 Jun 17.,Rastogi N,Int J Biol Macromol,2023,2023/06/18,,,10.1016/j.ijbiomac.2023.125455
32537482,Screening and druggability analysis of some plant metabolites against SARS-CoV-2: An integrative computational approach,"Azim KF, Ahmed SR, Banik A, Khan MMR, Deb A, Somana SR.",Inform Med Unlocked. 2020;20:100367. doi: 10.1016/j.imu.2020.100367. Epub 2020 Jun 9.,Azim KF,Inform Med Unlocked,2020,2020/06/16,PMC7280834,,10.1016/j.imu.2020.100367
34957911,Screening of phytochemicals as potential anti-breast cancer agents targeting HER2: an in-silico approach,"Lamichhane S, Rai RP, Khatri A, Adhikari R, Shrestha BG, Shrestha SK.",J Biomol Struct Dyn. 2023 Feb;41(3):897-911. doi: 10.1080/07391102.2021.2014972. Epub 2021 Dec 26.,Lamichhane S,J Biomol Struct Dyn,2023,2021/12/27,,,10.1080/07391102.2021.2014972
36399866,Towards Alzheimer's disease-related targets: One-pot Cu(I)- mediated synthesis of new nitroindazolyltriazoles,"Eddahmi M, La Spada G, Hafid A, Khouili M, Catto M, Bouissane L.",Bioorg Chem. 2023 Jan;130:106261. doi: 10.1016/j.bioorg.2022.106261. Epub 2022 Nov 9.,Eddahmi M,Bioorg Chem,2023,2022/11/18,,,10.1016/j.bioorg.2022.106261
26083411,Pareto Optimization Identifies Diverse Set of Phosphorylation Signatures Predicting Response to Treatment with Dasatinib,"Klammer M, Dybowski JN, Hoffmann D, Schaab C.",PLoS One. 2015 Jun 17;10(6):e0128542. doi: 10.1371/journal.pone.0128542. eCollection 2015.,Klammer M,PLoS One,2015,2015/06/18,PMC4470654,,10.1371/journal.pone.0128542
30902818,Performance Evaluation of MHC Class-I Binding Prediction Tools Based on an Experimentally Validated MHC-Peptide Binding Data Set,"Bonsack M, Hoppe S, Winter J, Tichy D, Zeller C, Küpper MD, Schitter EC, Blatnik R, Riemer AB.",Cancer Immunol Res. 2019 May;7(5):719-736. doi: 10.1158/2326-6066.CIR-18-0584. Epub 2019 Mar 22.,Bonsack M,Cancer Immunol Res,2019,2019/03/24,,,10.1158/2326-6066.CIR-18-0584
28430977,Deep mining heterogeneous networks of biomedical linked data to predict novel drug-target associations,"Zong N, Kim H, Ngo V, Harismendy O.",Bioinformatics. 2017 Aug 1;33(15):2337-2344. doi: 10.1093/bioinformatics/btx160.,Zong N,Bioinformatics,2017,2017/04/22,PMC5860112,,10.1093/bioinformatics/btx160
34753514,A robust and stable gene selection algorithm based on graph theory and machine learning,"Saha S, Soliman A, Rajasekaran S.",Hum Genomics. 2021 Nov 9;15(1):66. doi: 10.1186/s40246-021-00366-9.,Saha S,Hum Genomics,2021,2021/11/10,PMC8579680,,10.1186/s40246-021-00366-9
31885036,Drug-target prediction utilizing heterogeneous bio-linked network embeddings,"Zong N, Wong RSN, Yu Y, Wen A, Huang M, Li N.",Brief Bioinform. 2021 Jan 18;22(1):568-580. doi: 10.1093/bib/bbz147.,Zong N,Brief Bioinform,2021,2019/12/31,,,10.1093/bib/bbz147
38153254,Adaptive lambda schemes for efficient relative binding free energy calculation,"Zeng J, Qian Y.",J Comput Chem. 2023 Dec 28. doi: 10.1002/jcc.27287. Online ahead of print.,Zeng J,J Comput Chem,2023,2023/12/28,,,10.1002/jcc.27287
32154410,FRnet-DTI: Deep convolutional neural network for drug-target interaction prediction,"Rayhan F, Ahmed S, Mousavian Z, Farid DM, Shatabda S.",Heliyon. 2020 Mar 2;6(3):e03444. doi: 10.1016/j.heliyon.2020.e03444. eCollection 2020 Mar.,Rayhan F,Heliyon,2020,2020/03/11,PMC7052404,,10.1016/j.heliyon.2020.e03444
37070918,In silico elucidation of plausible anti-obesity activity by Withaferin-A compound targeting alpha-amylase,"Alafnan A, Chettupalli AK, Unnisa A, Hussain T, Anwar S, Alkhojali WM, Khalifa NE, Osman MED, Younes KM, Abouzied AS, Anupama B, Lakshmi KNVC.",Eur Rev Med Pharmacol Sci. 2023 Apr;27(7):3150-3158. doi: 10.26355/eurrev_202304_31949.,Alafnan A,Eur Rev Med Pharmacol Sci,2023,2023/04/18,,,10.26355/eurrev_202304_31949
31386888,Prediction of the mechanisms of action of Shenkang in chronic kidney disease: A network pharmacology study and experimental validation,"Qin T, Wu L, Hua Q, Song Z, Pan Y, Liu T.",J Ethnopharmacol. 2020 Jan 10;246:112128. doi: 10.1016/j.jep.2019.112128. Epub 2019 Aug 3.,Qin T,J Ethnopharmacol,2020,2019/08/07,,,10.1016/j.jep.2019.112128
37608331,miRDM-rfGA: Genetic algorithm-based identification of a miRNA set for detecting type 2 diabetes,"Park A, Nam S.",BMC Med Genomics. 2023 Aug 22;16(1):195. doi: 10.1186/s12920-023-01636-2.,Park A,BMC Med Genomics,2023,2023/08/23,PMC10463588,,10.1186/s12920-023-01636-2
34170981,A topology-based network tree for the prediction of protein-protein binding affinity changes following mutation,"Wang M, Cang Z, Wei GW.",Nat Mach Intell. 2020;2(2):116-123. doi: 10.1038/s42256-020-0149-6. Epub 2020 Feb 14.,Wang M,Nat Mach Intell,2020,2021/06/25,PMC7223817,NIHMS1605477,10.1038/s42256-020-0149-6
29086119,SimBoost: a read-across approach for predicting drug-target binding affinities using gradient boosting machines,"He T, Heidemeyer M, Ban F, Cherkasov A, Ester M.",J Cheminform. 2017 Apr 18;9(1):24. doi: 10.1186/s13321-017-0209-z.,He T,J Cheminform,2017,2017/11/01,PMC5395521,,10.1186/s13321-017-0209-z
30689375,Absolute Binding Free Energy Calculation and Design of a Subnanomolar Inhibitor of Phosphodiesterase-10,"Li Z, Huang Y, Wu Y, Chen J, Wu D, Zhan CG, Luo HB.",J Med Chem. 2019 Feb 28;62(4):2099-2111. doi: 10.1021/acs.jmedchem.8b01763. Epub 2019 Feb 12.,Li Z,J Med Chem,2019,2019/01/29,,,10.1021/acs.jmedchem.8b01763
36892155,MHTAN-DTI: Metapath-based hierarchical transformer and attention network for drug-target interaction prediction,"Zhang R, Wang Z, Wang X, Meng Z, Cui W.",Brief Bioinform. 2023 Mar 19;24(2):bbad079. doi: 10.1093/bib/bbad079.,Zhang R,Brief Bioinform,2023,2023/03/09,,,10.1093/bib/bbad079
32241274,SCNrank: spectral clustering for network-based ranking to reveal potential drug targets and its application in pancreatic ductal adenocarcinoma,"Liu E, Zhang ZZ, Cheng X, Liu X, Cheng L.",BMC Med Genomics. 2020 Apr 3;13(Suppl 5):50. doi: 10.1186/s12920-020-0681-6.,Liu E,BMC Med Genomics,2020,2020/04/04,PMC7119297,,10.1186/s12920-020-0681-6
35678125,Classification models and SAR analysis on thromboxane A(2) synthase inhibitors by machine learning methods,"Ji Y, Li R, Tian Y, Chen G, Yan A.",SAR QSAR Environ Res. 2022 Jun;33(6):429-462. doi: 10.1080/1062936X.2022.2078880. Epub 2022 Jun 9.,Ji Y,SAR QSAR Environ Res,2022,2022/06/09,,,10.1080/1062936X.2022.2078880
37291633,Adaptive language model training for molecular design,"Blanchard AE, Bhowmik D, Fox Z, Gounley J, Glaser J, Akpa BS, Irle S.",J Cheminform. 2023 Jun 8;15(1):59. doi: 10.1186/s13321-023-00719-7.,Blanchard AE,J Cheminform,2023,2023/06/08,PMC10249556,,10.1186/s13321-023-00719-7
29970872,Application of Docking Analysis in the Prediction and Biological Evaluation of the Lipoxygenase Inhibitory Action of Thiazolyl Derivatives of Mycophenolic Acid,"Tsolaki E, Eleftheriou P, Kartsev V, Geronikaki A, Saxena AK.",Molecules. 2018 Jul 3;23(7):1621. doi: 10.3390/molecules23071621.,Tsolaki E,Molecules,2018,2018/07/05,PMC6099768,,10.3390/molecules23071621
28260517,CAPi: Computational Model for Apicoplast Inhibitors Prediction Against Plasmodium Parasite,"Dixit S, Singla D.",Curr Comput Aided Drug Des. 2017 Nov 10;13(4):303-310. doi: 10.2174/1573409913666170301121110.,Dixit S,Curr Comput Aided Drug Des,2017,2017/03/07,,,10.2174/1573409913666170301121110
24460683,Incorporating the type and direction information in predicting novel regulatory interactions between HIV-1 and human proteins using a biclustering approach,"Mukhopadhyay A, Ray S, Maulik U.",BMC Bioinformatics. 2014 Jan 24;15:26. doi: 10.1186/1471-2105-15-26.,Mukhopadhyay A,BMC Bioinformatics,2014,2014/01/28,PMC3922888,,10.1186/1471-2105-15-26
33588902,Incorporating structural similarity into a scoring function to enhance the prediction of binding affinities,"Ji B, He X, Zhang Y, Zhai J, Man VH, Liu S, Wang J.",J Cheminform. 2021 Feb 15;13(1):11. doi: 10.1186/s13321-021-00493-4.,Ji B,J Cheminform,2021,2021/02/16,PMC7884591,,10.1186/s13321-021-00493-4
34368838,Deep fusion learning facilitates anatomical therapeutic chemical recognition in drug repurposing and discovery,"Wang X, Liu M, Zhang Y, He S, Qin C, Li Y, Lu T.",Brief Bioinform. 2021 Nov 5;22(6):bbab289. doi: 10.1093/bib/bbab289.,Wang X,Brief Bioinform,2021,2021/08/09,,,10.1093/bib/bbab289
34614393,MANORAA: A machine learning platform to guide protein-ligand design by anchors and influential distances,"Tanramluk D, Pakotiprapha D, Phoochaijaroen S, Chantravisut P, Thampradid S, Vanichtanankul J, Narupiyakul L, Akavipat R, Yuvaniyama J.",Structure. 2022 Jan 6;30(1):181-189.e5. doi: 10.1016/j.str.2021.09.004. Epub 2021 Oct 5.,Tanramluk D,Structure,2022,2021/10/06,,,10.1016/j.str.2021.09.004
32667925,iDrug: Integration of drug repositioning and drug-target prediction via cross-network embedding,"Chen H, Cheng F, Li J.",PLoS Comput Biol. 2020 Jul 15;16(7):e1008040. doi: 10.1371/journal.pcbi.1008040. eCollection 2020 Jul.,Chen H,PLoS Comput Biol,2020,2020/07/16,PMC7384678,,10.1371/journal.pcbi.1008040
37352252,Mpropred: A machine learning (ML) driven Web-App for bioactivity prediction of SARS-CoV-2 main protease (Mpro) antagonists,"Ferdous N, Reza MN, Hossain MU, Mahmud S, Napis S, Chowdhury K, Mohiuddin AKM.",PLoS One. 2023 Jun 23;18(6):e0287179. doi: 10.1371/journal.pone.0287179. eCollection 2023.,Ferdous N,PLoS One,2023,2023/06/23,PMC10289339,,10.1371/journal.pone.0287179
27856761,Predicting protein-ligand affinity with a random matrix framework,"Lee AA, Brenner MP, Colwell LJ.",Proc Natl Acad Sci U S A. 2016 Nov 29;113(48):13564-13569. doi: 10.1073/pnas.1611138113. Epub 2016 Nov 16.,Lee AA,Proc Natl Acad Sci U S A,2016,2016/11/19,PMC5137738,,10.1073/pnas.1611138113
36304554,Identification of energy metabolism-related biomarkers for risk prediction of heart failure patients using random forest algorithm,"Chen H, Jiang R, Huang W, Chen K, Zeng R, Wu H, Yang Q, Guo K, Li J, Wei R, Liao S, Tse HF, Sha W, Zhuo Z.",Front Cardiovasc Med. 2022 Oct 11;9:993142. doi: 10.3389/fcvm.2022.993142. eCollection 2022.,Chen H,Front Cardiovasc Med,2022,2022/10/28,PMC9593065,,10.3389/fcvm.2022.993142
35932378,Understanding gilteritinib resistance to FLT3-F691L mutation through an integrated computational strategy,"Zhou S, Yang B, Xu Y, Gu A, Peng J, Fu J.",J Mol Model. 2022 Aug 6;28(9):247. doi: 10.1007/s00894-022-05254-0.,Zhou S,J Mol Model,2022,2022/08/06,,,10.1007/s00894-022-05254-0
36177879,Development of a deep learning-based quantitative structure-activity relationship model to identify potential inhibitors against the 3C-like protease of SARS-CoV-2,"Kumari M, Subbarao N.",Future Med Chem. 2022 Nov;14(21):1541-1559. doi: 10.4155/fmc-2021-0063. Epub 2022 Sep 30.,Kumari M,Future Med Chem,2022,2022/09/30,,,10.4155/fmc-2021-0063
30302805,"Identification of potential drugs targeting L,L-diaminopimelate aminotransferase of Chlamydia trachomatis: An integrative pharmacoinformatics approach","Sadhasivam A, Vetrivel U.",J Cell Biochem. 2019 Feb;120(2):2271-2288. doi: 10.1002/jcb.27553. Epub 2018 Oct 10.,Sadhasivam A,J Cell Biochem,2019,2018/10/11,,,10.1002/jcb.27553
32337872,Antimalarial Phytochemicals Identification from Euphorbia Hirta against Plasmepsin Protease: an In Silico Approach,"Shah AP, Parmar GR, Sailor GU, Seth AK.",Folia Med (Plovdiv). 2019 Dec 31;61(4):584-593. doi: 10.3897/folmed.61.e47965.,Shah AP,Folia Med (Plovdiv),2019,2020/04/28,,,10.3897/folmed.61.e47965
29413811,3D QSAR Pharmacophore Based Virtual Screening for Identification of Potential Inhibitors for CDC25B,"Ma Y, Li HL, Chen XB, Jin WY, Zhou H, Ma Y, Wang RL.",Comput Biol Chem. 2018 Apr;73:1-12. doi: 10.1016/j.compbiolchem.2018.01.005. Epub 2018 Jan 31.,Ma Y,Comput Biol Chem,2018,2018/02/08,,,10.1016/j.compbiolchem.2018.01.005
26515819,Gapped sequence alignment using artificial neural networks: application to the MHC class I system,"Andreatta M, Nielsen M.",Bioinformatics. 2016 Feb 15;32(4):511-7. doi: 10.1093/bioinformatics/btv639. Epub 2015 Oct 29.,Andreatta M,Bioinformatics,2016,2015/10/31,PMC6402319,,10.1093/bioinformatics/btv639
32186009,A pharmacological approach to study the active compounds in Jinshui Huanxian formula in treatment of pulmonary fibrosis,"Bai Y, Zhao P, Wu M, Li J.",J Tradit Chin Med. 2019 Jun;39(3):364-379.,Bai Y,J Tradit Chin Med,2019,2020/03/19,,,
24521147,HADDOCK(2P2I): a biophysical model for predicting the binding affinity of protein-protein interaction inhibitors,"Kastritis PL, Rodrigues JP, Bonvin AM.",J Chem Inf Model. 2014 Mar 24;54(3):826-36. doi: 10.1021/ci4005332. Epub 2014 Feb 27.,Kastritis PL,J Chem Inf Model,2014,2014/02/14,PMC3966529,,10.1021/ci4005332
37740287,Using a novel structure/function approach to select diverse swine major histocompatibility complex 1 alleles to predict epitopes for vaccine development,"Khatooni Z, Teymourian N, Wilson HL.",Bioinformatics. 2023 Oct 3;39(10):btad590. doi: 10.1093/bioinformatics/btad590.,Khatooni Z,Bioinformatics,2023,2023/09/23,PMC10551226,,10.1093/bioinformatics/btad590
